protein:	color
DRD3	534
CXCL10	534
ADRA2A	534
S1PR4	534
CXCL1	534
PF4V1	534
CXCL9	534
MTNR1A	534
RGS14	534
CCBP2	534
GPR77	534
POMC	534
RGS7	534
CCL22	534
CCL15	534
CXCL12	534
PPBP	534
C5	534
RGS1	534
CCL17	534
CCRL1	534
CCRL2	534
CCL8	534
CXCR4	534
S1PR1	534
GRM7	534
DARC	534
PDCL	535
UNC119	535
CENPV	535
RADIL	535
TGFBR3	535
ARL8A	535
KIRREL	535
ARL8B	535
FAT1	536
CDH23	536
DCHS2	536
FAT4	536
PCDH15	536
FAT2	536
LHFPL3	536
DCHS1	536
FAT3	536
VPS8	537
VIPAS39	537
VPS16	537
TGFBRAP1	537
VPS39	537
SUCO	537
VPS18	537
TAPT1	537
VPS33B	537
VPS33A	537
VPS41	537
NAE1	538
UBA1	538
UBA2	538
SAE1	538
MOCS3	538
UBA7	538
UBA3	538
TBATA	538
UBA5	538
UBA6	538
ATG7	538
PRPF6	539
HNRNPM	539
SNRNP200	539
SNRPA	539
NCBP2	539
DPPA5	539
UPF3B	539
SNRPD1	539
SF3B1	539
CSTF3	539
C4orf52	539
ALYREF	539
PCBP1	539
SRSF5	539
SF3A2	539
HNRNPC	539
MAGOH	539
YBX1	539
DHX9	539
SNRPB2	539
RNPS1	539
HNRNPK	539
SF3A1	539
SNRPF	539
HNRNPD	539
SNRPD2	539
HNRNPA3	539
SNRNP70	539
SNRPE	539
PRPF8	539
SRSF4	539
SF3B2	539
HNRNPA1	539
NCBP1	539
SRSF1	539
SNRPA1	539
C9orf174	539
PQBP1	539
CDC40	539
DHX38	539
SF3A3	539
U2AF2	539
SRSF6	539
SNRPB	539
SRSF9	539
HNRNPU	539
SF3B3	539
PRPF4	539
SNRPD3	539
SNRPG	539
HNRNPA2B1	539
PAMR1	540
SORCS2	540
BEX2	540
NGFRAP1	540
SORCS3	540
NTRK3	540
NTF3	540
FAIM	540
NGF	540
OMP	540
NTRK2	540
SORT1	540
BDNF	540
NTF4	540
BEX1	540
NGFR	540
FAM117A	541
SSFA2	541
KIAA0232	541
LRMP	541
CGNL1	541
FAM65B	541
ZNF839	541
GLCCI1	541
FAM53C	541
IL17B	542
IL17RB	542
IL25	542
BIRC6	543
KLHL11	543
ZC4H2	543
KLHDC7A	543
KLHL32	543
KBTBD11	543
GPR89C	543
KBTBD13	543
KLHDC7B	543
GPR89A	543
GPR89B	543
GPR64	544
CKLF	544
FAM111A	544
CCDC137	544
CCPG1	544
TMEM39A	544
MB21D2	544
GLT8D2	544
RGP1	544
C21orf33	544
PHF13	544
TPGS2	544
MRC2	544
TMEM106B	544
TM7SF3	544
SCRN3	544
CCDC104	544
C5orf34	544
C1orf68	544
ERICH1	544
C1orf52	544
C5orf15	544
CCDC132	544
SYPL2	544
UBTD2	544
FAM45A	544
TTC7A	544
TRPM4	544
TP53I11	544
FASTKD1	544
SCFD2	544
KIAA1731	544
GOLM1	544
CCDC134	544
C14orf119	544
GIMAP4	544
FAM177A1	544
SKOR2	544
CCDC115	544
TMC6	544
COX20	544
RTTN	544
OGFOD3	544
GPR183	544
C15orf40	544
C16orf54	544
KRT25	544
C11orf48	544
RSC1A1	544
CCDC66	544
CNTLN	544
C3orf38	544
FAM210B	544
MT1E	544
THAP2	544
CLEC17A	544
XAGE1C	544
NUDT6	544
WDR96	544
KCTD16	544
NEIL3	544
ASTN1	544
SMAGP	544
DCBLD1	544
MCTP2	544
TMEM248	544
EML3	544
FOCAD	544
ELFN2	544
FTSJD1	544
KIAA0586	544
C1orf112	544
C10orf76	544
TMEM110	544
SLCO4A1	544
KRT74	544
HMGXB3	544
SLC25A30	544
GSDMD	544
CCDC138	544
C8orf76	544
LIPH	544
SBSN	544
HEATR6	544
BOD1	544
C2CD3	544
NUDT22	544
TPRA1	544
FAM213A	544
C6orf201	545
SRPK1	545
SPANXN4	545
RIMS4	545
SPATS2	545
TAAR8	545
C11orf63	545
SPAG11B	545
KIAA1841	545
VNN2	546
VNN1	546
VNN3	546
NIT1	546
BTD	546
GLB1L3	547
MFSD2A	547
GLB1L2	547
MFSD2B	547
GLB1L	547
SLC25A41	548
SLC25A25	548
SLC25A24	548
SLC25A18	548
SLC25A22	548
SLC25A23	548
TUBE1	549
TUBA3E	549
TUBD1	549
TUBA8	549
TUBB1	549
TUBB2B	549
TUBA3C	549
TUBB8	549
TUBB2A	549
TUBB	549
TUBA1C	549
TPPP2	549
TUBA1B	549
TUBAL3	549
TUBB6	549
TUBA3D	549
TUBB3	549
TYW5	550
JMJD7	550
KDM8	550
ADM2	551
MC2R	551
MRAP2	551
GLP1R	551
PTGDR	551
PTH2	551
GIPR	551
MC4R	551
PTH2R	551
CRH	551
VIP	551
PTGER4	551
CALCB	551
MC5R	551
VIPR2	551
GLP2R	551
GHRHR	551
GHRH	551
PTH	551
PTH1R	551
ADM	551
GPBAR1	551
MC3R	551
CRHR2	551
TAAR1	551
OC90	552
GRXCR1	552
MBD5	552
FAM123A	552
FAM123C	552
POM121C	552
ZNF474	552
PLA2G2D	552
KIAA1328	552
FAM214A	552
NCKAP5L	552
APC	552
FAM123B	552
SLC22A6	553
SLC22A7	553
SLC22A1	553
SLC22A2	553
ARCN1	554
SEC24D	554
SEC24B	554
SEC31A	554
COPG1	554
COPB1	554
COPB2	554
SAR1B	554
COPA	554
COPG2	554
COPZ1	554
SEC24C	554
COPE	554
SEC23B	554
SEC23A	554
SEC24A	554
COLQ	555
PRIMA1	555
ACHE	555
PDE6H	556
PDE6D	556
PDE1A	556
PDE1B	556
PDE3A	556
PDE1C	556
PDE6G	556
PDE8A	556
HIF1A	557
HIF1AN	557
CA9	557
EPAS1	557
SSX4	557
EGLN3	557
ARNT	557
GPR116	557
SIM1	557
FLCN	557
NPAS1	557
HIF3A	557
EGLN2	557
SIM2	557
VHL	557
ASPH	557
NPAS4	557
VHLL	557
SSX4B	557
EGLN1	557
ARNT2	557
NPAS3	557
MYLPF	558
TPM4	558
MYL12A	558
MYL3	558
SORBS3	558
GOLGA6B	558
FIBP	558
FAM9C	558
SORBS1	558
MYL12B	558
TPM3	558
MYL4	558
MYL2	558
TPM1	558
MYL6	558
MYLK	558
TPM2	558
CALD1	558
MYL1	558
MYL5	558
MYL6B	558
LMOD1	558
VCL	558
MYL9	558
SALL4	559
L1TD1	559
SALL3	559
NANOG	559
SOX2	559
NANOGP1	559
BSX	559
POU5F1	559
PDX1	560
ONECUT1	560
ONECUT3	560
NKX6-1	560
NKX2-2	560
HNF1B	560
MAFA	560
NEUROD1	560
NEUROG3	560
QPRT	561
NMNAT2	561
NAMPTL	561
NMNAT3	561
PNP	561
NAPRT1	561
NUDT12	561
NMNAT1	561
DNMT1	562
MBD1	562
TRIM28	562
DNMT3A	562
SEZ6L	562
CBX1	562
UHRF1BP1	562
ADNP2	562
DNMT3L	562
DNMT3B	562
CBX5	562
LUZP2	562
CBX3	562
SUGT1P3	563
PPIH	563
PPIL2	563
PPIG	563
AHSA1	563
TTC12	563
PPIL3	563
CWC27	563
AHSA2	563
PPIL1	563
STIP1	563
EDF1	563
PTGES3	563
TTC31	563
NKTR	563
PTGES3L-AARSD1	563
PPID	563
PPIL6	563
PPIL4	563
PTGES3L	563
GPM6B	564
CLN8	564
TMEM107	564
TMEM134	564
FAM84A	565
C4orf22	565
BAG3	565
IL36B	565
BEAN1	565
C1QTNF7	565
TMEM252	565
S100G	565
SNN	565
CMTM1	565
TMIGD2	565
PLA2G3	566
ALOX12	566
ALOX15	566
PLA2G5	566
PLA2G12B	566
PLA2G2A	566
PLA2G12A	566
PLA2G1B	566
PLA2R1	566
PLA2G16	566
ALOX12B	566
PLA2G10	566
PTGS1	566
ALOX15B	566
PLA2G2C	566
PLA2G2E	566
PLB1	566
PLA2G2F	566
ENKD1	567
CLMP	567
SNPH	567
REEP2	567
KIAA1383	567
KIAA1009	567
SERP1	567
GRAMD3	567
HID1	567
ODF3L2	567
C9orf9	567
SSX2B	567
GTSE1	567
TMEM214	567
DCXR	567
VIMP	567
BVES	568
POPDC3	568
POPDC2	568
GLOD5	568
PABPC5	569
PABPC1L2B	569
PABPC1L2A	569
PABPC4L	569
PABPC1L	569
PABPC4	569
PABPC3	569
SLC2A10	570
SLC2A6	570
SLC2A8	570
SLC2A12	570
SLC2A13	570
CASP8	571
FAS	571
NSMAF	571
TNFRSF10C	571
DEDD	571
CASP10	571
TNFRSF10A	571
BAG4	571
TNFRSF10D	571
ACRV1	571
NOL3	571
TNFSF10	571
MADD	571
CFLAR	571
FASLG	571
CASP2	571
RFFL	571
SMPD1	571
CRADD	571
NUGGC	571
TNFRSF25	571
FADD	571
TNFRSF10B	571
TNFRSF1A	571
BID	571
TRADD	571
KRT36	572
KRT83	572
VSIG8	572
KRT34	572
KRT31	572
USP15	572
KRT81	572
KRT35	572
PLEKHB2	572
KRT85	572
KRT33A	572
KRT32	572
LEPR	573
IFNAR1	573
IL23A	573
MPL	573
IFNGR1	573
IL12RB1	573
PRLR	573
IL12B	573
CSF3R	573
IL3RA	573
IL12A	573
IL12RB2	573
IL31RA	573
IL4R	573
IL23R	573
IL6R	573
CSF2RA	573
IL6ST	573
DMBT1	574
SCGB3A2	574
SLC34A2	574
SFTPA1	574
SFTPA2	574
SFTPB	574
LMBR1L	574
SFTPC	574
SCGB1A1	574
ESPL1	575
WFDC5	575
MAU2	575
ZWILCH	575
MAD1L1	575
CENPW	575
SGOL1	575
KNTC1	575
ZW10	575
SMC3	575
STAG1	575
TTC30B	575
PDS5A	575
RCC2	575
NUF2	575
CENPI	575
KIF2B	575
ERCC6L	575
CDCA8	575
CLIP1	575
CLASP2	575
PDS5B	575
FAM190A	575
NRM	575
KIF18A	575
NDE1	575
RAD21	575
ZNF365	575
INCENP	575
KIF2A	575
NDC80	575
NUDC	575
KIF2C	575
NDEL1	575
BIRC5	575
STAG2	575
CENPE	575
PSMG1	576
C5orf43	576
KCMF1	576
SHFM1	576
TXNL1	576
RNF146	576
GMNN	576
PSMG3	576
ADAD2	576
PSMA2	576
MCIN	576
NPEPPS	576
PSMG2	576
RFWD2	576
WDR63	576
PSMB8	576
PTTG1	576
LNPEP	576
KLHL12	576
ADARB2	576
OAZ1	576
TPP2	576
BLMH	576
ADAD1	576
AXIN2	576
PSMB9	576
CDX1	576
INMT	576
OAZ2	576
PRICKLE1	576
ADAT1	576
OAZ3	576
POMP	576
ODC1	576
CDX4	576
RFX5	577
RFX4	577
RFX2	577
RFX1	577
RFX8	577
RFX3	577
RFX6	577
PTK2	578
PXN	578
ANGPTL3	578
TLN1	578
RNF121	578
BCAR1	578
ITGB1	578
ITGAV	578
FABP3	578
RNF175	578
ANTXR2	578
CYR61	578
ITGA1	578
CD44	578
AMICA1	578
SCAI	578
ADAM28	578
TSPAN1	578
CAV2	578
TLN2	578
ADAM9	578
DSPP	578
EDIL3	578
CD151	578
IBSP	578
ITGB5	578
MESDC1	578
ITGA10	578
MDK	578
ITGBL1	578
SPP1	578
ITGB3	578
ADAMTS12	578
TMEM125	579
MOG	579
TMEM144	579
MOBP	579
ATRX	580
HELLS	580
SHPRH	580
SRCAP	580
CHD2	580
ZRANB3	580
CHD7	580
SMARCAL1	580
SMARCA5	580
SMARCA1	580
C17orf64	580
RAD54L2	580
MFSD12	580
EP400	580
CHD6	580
CHD1	580
HLTF	580
CHD4	580
EP400NL	580
CHD8	580
CHD3	580
CHD1L	580
MBOAT7	581
TMEM68	581
AGPAT5	581
AGPAT4	581
AGPAT9	581
LPCAT3	581
AGPAT6	581
AGPAT3	581
GPAT2	581
LPGAT1	581
AGPAT1	581
LCLAT1	581
GPAM	581
AGPAT2	581
ABCA4	582
ABCA6	582
ABCA8	582
ABCA12	582
ABCA13	582
ABCA9	582
ABCA10	582
ABCA5	582
FAHD2B	583
TAT	583
FAHD1	583
TYR	583
HPDL	583
HGD	583
TDO2	583
FAHD2A	583
TPH2	583
QDPR	583
FAH	583
TTC36	583
PAH	583
TPH1	583
HPD	583
TH	583
AGBL4	584
AGBL5	584
AGBL1	584
AGBL3	584
AGBL2	584
CPO	584
AGTPBP1	584
WDR54	585
TEX37	585
C14orf182	585
C9orf24	585
RBPMS	585
C21orf67	585
CCER1	585
SPATA8	585
IQGAP2	586
MYO15A	586
MYO1E	586
MYO1D	586
MYO1H	586
MYO3B	586
MYO1B	586
MYO16	586
MYO3A	586
MYO1C	586
IQGAP3	586
MYO6	586
RASIP1	586
MYO1A	586
MYO7B	586
MYO10	586
MYO1F	586
MYO7A	586
MYO1G	586
MYO19	586
RSRC1	587
RPL35A	587
RPL36A	587
RPS21	587
RPS4Y1	587
RPS10	587
RPS19	587
RPLP2	587
RPS27L	587
RPL28	587
RPS29	587
RPS17L	587
RPS26	587
RPL36	587
RPL21	587
RPS25	587
RPS4Y2	587
RPL36AL	587
RPL14	587
RPL38	587
RPS17	587
RPS7	587
RPL35	587
RPLP1	587
EIF1AX	587
RPL31	587
RPS28	587
RPL37A	587
RPS12	587
RPL32	587
RPL22	587
RPS24	587
RPL37	587
RPL39L	587
EIF3K	587
RPL18A	587
RPL29	587
RPL22L1	587
RPS4XP21	587
RPL19	587
RPL26L1	587
RPL27	587
RPL30	587
RPL39	587
RPL34	587
RPUSD4	588
RPUSD1	588
RPUSD3	588
RPUSD2	588
SNX20	589
PODXL	589
CD34	589
SELP	589
CHST4	589
MADCAM1	589
SELL	589
PODXL2	589
SPN	589
SELE	589
SELPLG	589
EMCN	589
PRR20A	590
ZC3H10	590
PRR20C	590
MSRB2	591
GPX5	591
MSRB1	591
MSRA	591
GLRX2	591
MSRB3	591
TMEM41A	592
AS3MT	592
TMEM64	592
TMEM41B	592
WDR27	593
IL4I1	593
FTCD	593
ALDH4A1	593
CNDP2	593
GLUD1	593
CARNS1	593
AAMDC	593
RIMKLA	593
ASPA	593
GOT2	593
GOT1	593
RIMKLB	593
CNDP1	593
ASNS	593
ASS1	593
GATM	593
NAGS	593
NAT8L	593
ACY3	593
GLUD2	593
MRPL14	594
MRPL51	594
MRPL50	594
MRP63	594
C2orf15	594
MRPS21	594
MRPL30	594
MRPL35	594
ICT1	594
TMEM177	594
MRPL41	594
TP53I3	594
MRPS25	594
MRPL45	594
MRPL40	594
GRSF1	594
MRPL37	594
MRPL44	594
MRPL38	594
MRPL48	594
MRPS24	594
C22orf39	594
MRPL47	594
MRPS35	594
MRPL43	594
MRPL52	594
MRPL28	594
MRPS28	594
MRPS18B	594
MRPL49	594
MRPL10	594
MRPL9	594
PEBP4	594
MRPS26	594
MRPL42	594
MRPL21	594
MRPL54	594
MRPL55	594
MRPL23	594
GADD45GIP1	594
MRPS17	594
MRPS23	594
MPC2	595
PDHA1	595
PDHA2	595
DLAT	595
SUCLG2	595
DLD	595
OGDH	595
SLC25A21	595
DBT	595
LACE1	595
ACO2	595
ACO1	595
OGDHL	595
AIFM2	595
FH	595
PDHB	595
MPC1	595
IDH3B	595
DLST	595
IREB2	595
IDH3G	595
BCKDHB	595
SDHA	595
DHTKD1	595
BCKDHA	595
SUCLG1	595
PDHX	595
SUCLA2	595
IDH3A	595
ING3	596
MRGBP	596
AIRE	596
ING1	596
MSL3	596
MORF4L2	596
MORF4L1	596
MEAF6	596
ING5	596
INO80	596
ACTR6	596
ING4	596
EPC1	596
VPS72	596
YEATS4	596
EPC2	596
CFDP1	596
ZNHIT1	596
DMAP1	596
RNF2	597
C15orf52	597
BRI3BP	597
GLT6D1	597
SPRR2G	597
SESN3	597
C17orf96	597
ADAMTS6	597
SUZ12	597
RNF222	597
VGF	597
KIAA1462	597
GSDMA	597
NAT16	598
CARD6	598
NOD2	598
PYDC2	598
NLRP1	598
CASP4	598
AIM2	598
CARD8	598
NOD1	598
CASP5	598
NLRP3	598
CASP1	598
NLRC4	598
WDR5B	599
WDR5	599
WDR88	599
WSB2	599
APAF1	599
WDR38	599
WDR16	599
AGAP5	600
ASAP1	600
ASAP2	600
ASAP3	600
AGAP3	600
AGAP8	600
ADAP2	600
AGAP6	600
ARFGAP3	600
ACAP1	600
AGAP7	600
AGAP4	600
ARFGAP1	600
ACAP2	600
ACAP3	600
SMAP1	600
AGAP1	600
SMAP2	600
ARFGAP2	600
AGAP9	600
AGFG1	600
ADAP1	600
AGAP2	600
ACSL4	601
ACSL6	601
ACSL5	601
ACSL3	601
ACSBG1	601
ACSL1	601
ACSBG2	601
ACVR1C	602
PYDC1	602
ACVR1	602
PYCARD	602
ERC1	602
FSIP2	602
GTF2H2	602
ENG	602
PHKA2	602
AKAP4	602
FSIP1	602
KDM3A	603
KLK3	603
THBD	603
SEMG2	603
TFPI	603
TEX101	603
APOL1	603
CDSN	603
GIF	603
TFPI2	603
CMTM2	603
PRSS16	603
CAMP	603
TCN1	603
F8	603
F3	603
GGCX	603
PLAU	603
INHBB	604
INHBE	604
INHBC	604
LYPD2	604
INHBA	604
INHA	604
GPS1	605
COPS4	605
COPS3	605
LRRC14	605
THEMIS	605
COPS6	605
TESPA1	605
FBXW4	605
CSN3	605
COPS5	605
TOR1AIP2	605
COPS7A	605
CSN2	605
COPS7B	605
BTBD2	605
COPS8	605
BTBD1	605
KIT	606
TEK	606
FGFR3	606
FLT4	606
FLT1	606
PDGFRA	606
EPHA2	606
INSR	606
KDR	606
PDGFRB	606
C6orf47	606
YES1	606
IL34	606
MET	606
FGFR1	606
FGFR4	606
IL17RD	606
IGF1R	606
TMEM204	606
RET	606
CSF1R	606
FGFR2	606
MATN4	607
MATN1	607
MATN3	607
MATN2	607
ANKRD61	608
NOTCH4	608
ANKRD65	608
ANK2	608
NOTCH2	608
TNKS	608
ASB7	608
CDKN2A	608
MPHOSPH8	608
HACE1	608
PPP1R16B	608
ANKRD53	608
BAI2	608
NFKBIA	608
NFKB2	608
PPP1R12B	608
KIAA0319	608
SHANK2	608
PPP1R16A	608
SHANK1	608
ANKRD60	608
CDKN2B	608
ANKDD1A	608
MIB1	608
NRARP	608
ANKFY1	608
NFKBIB	608
C2orf43	608
TNKS2	608
TANC1	608
ZDHHC13	608
PLA2G6	608
PPP1R12C	608
ANK1	608
NOTCH3	608
FAM135A	608
RNASEL	608
ANKRD42	608
PIDD	608
ASPG	608
SHANK3	608
ILK	608
PPP1R12A	608
ANKDD1B	608
ANK3	608
BARD1	608
ANKRD5	608
RGS16	609
RIC8B	609
RGS12	609
RIC8A	609
RGS5	609
GPSM1	609
LANCL2	609
GPSM2	609
NAA40	609
LANCL3	609
C7orf60	609
RGS8	609
RGS13	609
INSC	609
LANCL1	609
RGS21	609
PCP2	609
OPN5	609
PDCD5	610
TIMM8B	610
FXC1	610
TIMM9	610
TIMM10	610
TIMM13	610
TIMM8A	610
HYPK	610
C1orf123	610
PIP4K2C	611
PIP5K1C	611
TMEM205	611
PIP5KL1	611
PIP4K2B	611
PIP5K1B	611
PIP5K1A	611
PIP4K2A	611
NEO1	612
IGDCC3	612
IGDCC4	612
UNC5CL	612
NTN5	612
NTNG1	612
PRTG	612
FNDC1	612
TRIM67	612
NTNG2	612
NTN3	612
KLHL21	613
PARP4	613
POLB	613
NUMA1	613
SPAG5	613
PRC1	613
SKA1	613
NEIL1	613
KLHL22	613
SKA3	613
NEIL2	613
ARL3	613
PTOV1	614
AMBRA1	614
FAM120A	614
TRABD	614
TNRC18	614
CPNE7	614
UVRAG	614
BECN1	614
PIK3R4	614
NRBF2	614
ATG14	614
KIAA0226L	614
KIAA0226	614
TBC1D7	614
P2RY1	615
PROKR1	615
NMB	615
TACR2	615
HCRT	615
GNRH2	615
CCKBR	615
QRFPR	615
GPR132	615
GNRH1	615
NTSR2	615
PTGFR	615
ARHGEF25	615
CYSLTR1	615
TACR3	615
OXT	615
GHSR	615
MLN	615
MS4A6A	615
CYSLTR2	615
GPR68	615
LTB4R	615
QRFP	615
HCRTR2	615
FFAR1	615
NTS	615
NPFFR2	615
KISS1R	615
XCL2	615
UTS2	615
P2RY6	615
EDN3	615
GPRC6A	615
GRPR	615
NPFF	615
OPN4	615
XCL1	615
KISS1	615
UTS2R	615
AVPR1A	615
FFAR3	615
CCKAR	615
PROK2	615
NPFFR1	615
TACR1	615
GPR4	615
UTS2D	615
TAC3	615
PROKR2	615
NMBR	615
HTR2B	615
MLNR	615
GNRHR	615
FFAR2	615
TRHR	615
TAC4	615
PROK1	615
TAC1	615
GPR65	615
LTB4R2	615
P2RY10	615
EDN2	615
ITGB7	616
ITGA6	616
ITGA8	616
ITGA9	616
ITGB8	616
ITGA4	616
ITGA5	616
ITGA7	616
ITGA2B	616
ITGA3	616
ITGA2	616
ITGB6	616
ITGA11	616
ITGB4	616
GNAT2	617
ATRNL1	617
GNAT1	617
INSL3	617
RXFP2	617
GNB2	617
GNA12	617
GNB4	617
RXFP1	617
RLN2	617
GNAI2	617
GNAZ	617
GNAO1	617
PIK3R5	617
GNA13	617
ARHGEF1	617
INTS7	618
INIP	618
NABP1	618
INTS2	618
INTS4	618
INTS3	618
INTS10	618
INTS8	618
FHOD3	619
AUTS2	619
NPIPP1	619
FBRS	619
CSNK2A2	619
GPATCH2	619
FBRSL1	619
KIAA0494	619
CSNK2A1	619
PKD2L2	619
GYS2	620
PIGA	620
ALG2	620
GYS1	620
ALG11	620
ALG1	620
ALG1L	620
TMEM234	620
CACNG8	621
CACNG2	621
CACNG3	621
CACNG5	621
CACNG7	621
CACNG4	621
MINOS1	622
COX15	622
CHCHD6	622
NIPSNAP3B	622
ETFA	622
HSD17B10	622
CYCS	622
COA4	622
NDUFAB1	622
CHCHD2	622
NDUFB10	622
COX17	622
SDHB	622
COX6A1P2	622
COX10	622
COX14	622
CISD2	622
UQCRC2	622
MT-CO2	622
COA3	622
SURF1	622
SDHD	622
SDHAF1	622
COX11	622
MPV17	622
HTATIP2	622
SCO1	622
LYRM7	622
COA1	622
PMPCA	622
CHCHD10	622
HCCS	622
PMPCB	622
MTERFD3	622
ATPAF1	622
TMEM14C	622
COX6A1	622
UQCRC1	622
CYSTM1	622
UQCRFS1	622
APOO	622
CYC1	622
MSLN	622
APOOL	622
ETFDH	622
NDUFAF3	622
SDHC	622
RAPGEFL1	622
FAM189B	622
COX6A2	622
CISD1	622
NDUFAF7	622
UQCC	622
CHCHD3	622
ETFB	622
NMRAL1	622
SPRED3	623
IGSF9B	623
VASP	623
ROBO1	623
EVL	623
MDGA1	623
ENAH	623
ROBO2	623
ROBO3	623
ROBO4	623
MS4A3	624
ATE1	624
CCNJ	624
CDK1	624
C1orf61	624
CCNYL1	624
CDK17	624
CDK2	624
CDK4	624
NES	624
CDK14	624
FSD1	624
CDK15	624
CCNYL2	624
CDK3	624
CDK5R2	624
CDK16	624
CDK6	624
AATK	624
CDK5	624
CCNY	624
CCNJL	624
CDK18	624
OLA1	625
FARSA	625
YARS	625
MARS	625
LARS2	625
EARS2	625
LARS	625
ABCF1	625
MTO1	625
NARS	625
YARS2	625
SARS	625
KARS	625
POLG2	625
VARS	625
PARS2	625
CARS	625
FARS2	625
DARS2	625
RARS2	625
QARS	625
AIMP1	625
AARS	625
MTIF2	625
VARS2	625
RARS	625
DALRD3	625
MARS2	625
IARS2	625
METTL15	625
PET112	625
TARSL2	625
GARS	625
SARS2	625
AARS2	625
NARS2	625
WARS2	625
CARS2	625
FARSB	625
DARS	625
MRPL39	625
FDXACB1	625
EPRS	625
IARS	625
WARS	625
TACO1	625
TARS	625
HARS	625
HARS2	625
TARS2	625
ABCF3	625
CHST6	626
ACAN	626
CHST2	626
CHST5	626
CHST1	626
HEATR5A	627
EPN3	627
AP1G1	627
CLTCL1	627
AGFG2	627
AP1M1	627
AP2B1	627
EPN1	627
AP1G2	627
AP3D1	627
AP1S1	627
CLTC	627
EPS15L1	627
MFSD7	627
CLHC1	627
CLTA	627
HEATR5B	627
AP4E1	627
CD74	627
CLINT1	627
NCALD	627
AP3B2	627
AP4B1	627
AP5M1	627
TMCO4	627
AP1B1	627
AP2S1	627
TGOLN2	627
EPS15	627
LGMN	627
ENTHD1	627
HEXIM2	627
AAGAB	627
EPN2	627
AP2A2	627
SNAP91	627
SH3D19	627
AP4S1	627
AP1S2	627
AP2A1	627
DAB2	627
AP2M1	627
NAGPA	627
PICALM	627
AP4M1	627
AP3B1	627
FTH1	627
FTL	627
CLTB	627
AP3M1	627
AP1M2	627
AP1S3	627
FBXL17	628
TFEB	628
TRAF7	628
ZFYVE1	628
RHPN1	628
BATF2	628
HSFY1	628
VRK2	628
LONRF3	628
TAF2	628
HSF1	628
TEAD3	628
TEAD4	628
KDM4E	628
DEFB127	628
FBXL4	628
FOXA1	628
CAPN2	628
VRK3	628
WDR90	628
CAPN6	628
DHDH	628
TTBK1	628
GATA6	628
JDP2	628
CSNK1A1L	628
XPO6	628
KDM4D	628
FOXO4	628
LRRC29	628
BATF	628
CHMP6	628
HSFY2	628
FOSL2	628
TEAD2	628
VRK1	628
GATA1	628
TFEC	628
ATF3	628
HSFX2	628
FBXL6	628
TTBK2	628
CHMP4C	628
TEAD1	628
FOSL1	628
GATA2	628
TFE3	628
MEF2B	628
GPD2	628
GATA3	628
HSF2	628
PRKAB2	628
GATA4	628
VGLL1	628
ATF7	628
MITF	628
RHPN2	628
HSF4	628
KRT26	628
HSFX1	628
BATF3	628
CREB5	628
FOSB	628
NSDHL	629
PTGIS	629
CYP11A1	629
SDR42E1	629
FDFT1	629
C5orf4	629
PGRMC1	629
HSD3B7	629
COQ6	629
CYP8B1	629
SC5DL	629
NENF	629
DHCR24	629
TSTA3	629
MSMO1	629
CYP39A1	629
KMO	629
CYP20A1	629
NDUFAF6	629
AGMO	629
TMEM97	629
CH25H	629
LBR	629
LSS	629
EBP	629
CYP7B1	629
SUSD4	629
TM7SF2	629
PGRMC2	629
SQLE	629
CYP7A1	629
CYP51A1	629
SDR42E2	629
DHCR7	629
FA2H	629
FDX1	629
C1orf168	629
FDX1L	629
SIGMAR1	629
PTCHD4	630
PTP4A3	630
PTCHD1	630
PTCHD3	630
PTP4A1	630
ITFG1	630
PTP4A2	630
CNGA1	631
CNGB1	631
CNGA2	631
CNGB3	631
SLC24A1	631
PRPH2	631
DIXDC1	632
KIF4A	632
CDC42BPG	632
CIT	632
RACGAP1	632
MAD2L1BP	632
PLK1	632
MEA1	632
AURKB	632
CCDC79	632
AIM1	632
NCAPH2	632
PLK2	632
AURKC	632
FAM179A	632
BUB1B	632
KHDC3L	632
KIF20A	632
GSG2	632
UHRF2	632
ESCO1	632
TTK	632
BUB1	632
CHAF1A	632
TDRD7	632
MAD2L1	632
TACC1	632
SMC2	632
KIF20B	632
SPATC1	632
ZZEF1	632
PLK3	632
PLK5	632
FZR1	632
STAG3L3	632
CDC20B	632
CKS2	632
NIPBL	632
ERI3	632
E2F7	632
NCAPG2	632
CDC42BPA	632
ESCO2	632
NCAPD2	632
DSCC1	632
REC8	632
FBXO5	632
MKI67	632
SMC1A	632
CDC20	632
KIF23	632
E2F8	632
EVI5	632
NCAPD3	632
AURKA	632
MASTL	632
G2E3	632
SMC1B	632
CKS1B	632
ADAM18	632
BUB3	632
C17orf53	632
RAD21L1	632
KIF11	632
CCDC111	632
ACRC	632
SMC4	632
TACC2	632
ARMC1	632
JTB	632
MAPK9	633
WDR62	633
C12orf69	633
LRRC37A2	633
LRRC37B	633
MAPK8	633
MAPK10	633
LRRC37A	633
LRRC37A3	633
SCUBE2	634
SCUBE1	634
SVEP1	634
EGFL7	634
FBLN7	634
HGFAC	634
CFC1	634
VWA1	634
VWCE	634
DLL3	634
CFC1B	634
SNED1	634
SCUBE3	634
DLK1	634
CRB2	634
FAM160B1	635
PARP2	635
FAM168B	635
FAM69A	635
CCDC107	635
TPPP3	635
TMEM159	635
CD58	635
CACFD1	635
C18orf54	635
TM2D2	635
PANX3	636
BCL6	636
LIMS3	636
ADH4	637
